0	0.158497481
0.1 0.181818182
0.2	0.184115523
0.3	0.184060721
0.4	0.198731501
0.5 0.197727273
0.6	0.192575406
0.7	0.195704057
0.8	0.195704057
0.9	0.197115385
1	0.197115385
1.1	0.200704225
1.2	0.200704225
1.3	0.200704225
1.4	0.205035971
1.5	0.205035971
1.6	0.205035971
1.7	0.205882353
1.8	0.205882353
1.9	0.205882353
2	0.205882353
2.1	0.208737864
2.2	0.208737864
2.3	0.208737864
2.4	0.21
2.5	0.21
2.6	0.21
2.7	0.214659686
2.8	0.214659686
2.9	0.214659686
3	0.214659686
3.1	0.215568862
3.2	0.215568862
3.3	0.215568862
3.4	0.215568862
3.5	0.215568862
3.6	0.215568862
3.7	0.215568862
3.8	0.215568862
3.9	0.215568862
4	0.215568862
