352661	4.49E-06
37084	3.20E-05
10631	0.000103613
184158	6.97E-06
39192	2.74E-05
90366	1.62E-05
33520	4.00E-05
72123	1.71E-05
112070	9.40E-06
72069	1.70E-05
132497	9.19E-06
368389	4.06E-06
358200	5.29E-06
118854	1.10E-05
109982	1.10E-05
15244	7.50E-05
382357	3.39E-06
15273	7.03E-05
106877	1.03E-05
28279	3.72E-05
18366	5.84E-05
666690	2.40E-06
205417	5.21E-06
26943	3.87E-05
19385	6.16E-05
561100	2.61E-06
58650	1.75E-05
258252	5.11E-06
106247	1.04E-05
32300	3.22E-05
67585	1.63E-05
