0 1 149
1 1 149


0 2 122
1 2 122


0 3 91
1 3 91


0 4 81
1 4 81


0 5 88
1 5 88


0 6 73
1 6 73


0 7 65
1 7 65


0 8 67
1 8 67


0 9 46
1 9 46


0 10 55
1 10 55


0 11 40
1 11 40


0 12 35
1 12 35


0 13 27
1 13 27


0 14 23
1 14 23


0 15 30
1 15 30


0 16 30
1 16 30


0 17 13
1 17 13


0 18 16
1 18 16


0 19 11
1 19 11


0 20 9
1 20 9
