0 1 49
1 1 49

0 2 53
1 2 53

0 3 34
1 3 34

0 4 34
1 4 34

0 5 43
1 5 43

0 6 35
1 6 35

0 7 27
1 7 27

0 8 21
1 8 21

0 9 17
1 9 17

0 10 18
1 10 18

0 11 18
1 11 18

0 12 16
1 12 16

0 13 16
1 13 16

0 14 11
1 14 11

0 15 13
1 15 13

0 16 8
1 16 8

0 17 14
1 17 14

0 18 7
1 18 7

0 19 6
1 19 6

0 20 4
1 20 4

